L:lblShaderHint	Shadery już skompilowane przez gry. Wyczyszczenie zwalnia miejsce i usuwa artefakty po zmianie sterownika. Pierwsze uruchomienie każdej gry będzie wolniejsze, potem wszystko wraca do normy.
L:btnShaderScan	Oblicz zajęte miejsce
L:btnShaderClear	Wyczyść pamięć shaderów
L:ttlStart	MENU START
L:chkStartMorePins	Więcej miejsca na przypięte, mniej na polecane
L:chkStartHideRec	Sekcja «Polecane» — ukryj
L:chkStartNoWeb	Polecane witryny w menu Start — usuń
L:chkStartNoAccount	Powiadomienia konta w menu Start — usuń
L:ttlFeat	UKRYTE FUNKCJE
L:lblFeatHint	Włącza lub wyłącza funkcję Windows po jej numerze, tak jak ViVeTool. Numery zmieniają się z każdą kompilacją: bierz je ze źródła pasującego do twojej.
L:featOn	Włącz
L:featOff	Wyłącz
L:featReset	Przywróć domyślne
L:lblFeatId	Numer funkcji
L:btnFeatApply	Zastosuj
L:btnFeatList	Pokaż aktywne zmiany
L:chkFastStartup	Szybkie uruchamianie — wyłącz
L:chkHibernation	Hibernacja — wyłącz (zwalnia miejsce na C:)
L:chkS0Sleep	Łączność sieciowa w nowoczesnym trybie wstrzymania — wyłącz
L:chkS3Sleep	Klasyczne uśpienie S3 — wymuś
L:ttlTelemetry	TELEMETRIA I ŚLEDZENIE
L:chkTelemetry	Telemetria i DiagTrack — wyłącz
L:chkTelemetryTasks	Zaplanowane zadania telemetrii — wyłącz
L:chkActivityHistory	Historia aktywności — wyłącz
L:chkLocationTracking	Śledzenie lokalizacji — wyłącz
L:chkAdvertisingID	Identyfikator reklamowy — wyłącz
L:chkTailoredExp	Dostosowane środowiska — wyłącz
L:chkFeedback	Prośby o opinię — wyłącz
L:chkErrorReporting	Raportowanie błędów Windows — wyłącz
L:chkInkingTyping	Personalizacja pisma i wpisywania — wyłącz
L:chkWiFiSense	Czujnik Wi-Fi (Wi-Fi Sense) — wyłącz
L:ttlContent	SUGESTIE I TREŚCI
L:chkConsumerFeatures	Sugerowane aplikacje i automatyczna instalacja — zablokuj
L:chkStoreSearch	Sugestie wyszukiwania Microsoft Store — wyłącz
L:chkSuggestedContent	Sugerowana zawartość w Ustawieniach — wyłącz
L:chkLockScreenAds	Spotlight i reklamy na ekranie blokady — wyłącz
L:chkStartBing	Wyszukiwanie Bing w menu Start — wyłącz
L:chkStartRecs	Rekomendacje menu Start — wyłącz
L:chkStartTracking	Najczęściej używane aplikacje i ostatnie dokumenty — nie śledź
L:chkFolderDiscovery	Wykrywanie typu folderu w Eksploratorze — wyłącz
L:ttlMsApps	APLIKACJE MICROSOFT
L:chkWindowsAI	Copilot, Recall i AI w Windows — wyłącz
L:chkEdgeDebloat	Microsoft Edge — odchudź
L:chkOneDriveRemove	OneDrive — wyłącz synchronizację
L:chkOutlookNew	Automatyczne przejście na nowy Outlook — zablokuj
L:ttlServices	USŁUGI I SKŁADNIKI
L:chkServicesManual	Zbędne usługi — na Ręczny
L:chkDeliveryOpt	Optymalizacja dostarczania — wyłącz
L:chkBitLocker	Automatyczne szyfrowanie BitLocker — wyłącz
L:chkWPBT	Tabela binarna producenta (WPBT) — wyłącz
L:chkBackgroundApps	Aplikacje w tle — wyłącz
L:chkTeredo	Tunel Teredo — wyłącz
L:chkRDPWarnings	Ostrzeżenia o niepodpisanych plikach RDP — wyłącz
L:chkRemoteAssistance	Pomoc zdalna — wyłącz
L:chkCompanionApps	Aplikacje towarzyszące urządzeń — zablokuj
L:chkDriverUpdates	Sterowniki z Windows Update — zablokuj
L:ttlSystemUi	SYSTEM I EKSPLORATOR PLIKÓW
L:chkDarkTheme	Ciemny motyw Windows — włącz
L:chkFileExt	Pokazuj rozszerzenia plików
L:chkHiddenFiles	Pokazuj ukryte pliki
L:chkLongPaths	Długie ścieżki ponad 260 znaków — włącz
L:chkClassicMenu	Klasyczne menu kontekstowe (Windows 11)
L:chkExplorerThisPC	Eksplorator otwiera «Ten komputer»
L:chkRemove3D	Usuń «Obiekty 3D» z Ten komputer
L:chkRecycleConfirm	Pytaj o potwierdzenie przed usunięciem
L:chkMenuDelay	Opóźnienie menu — zero
L:ttlTaskbar	PASEK ZADAŃ I START
L:chkTaskbarCenter	Wyśrodkowane ikony paska zadań
L:chkTaskbarSearch	Ikona wyszukiwania — ukryj
L:chkTaskbarTaskView	Ikona Widok zadań — ukryj
L:chkTaskbarWidgets	Widżety i wiadomości — ukryj
L:chkTaskbarChat	Ikona Czat / Teams — ukryj
L:chkTaskbarEndTask	«Zakończ zadanie» w menu paska — włącz
L:chkBatteryPct	Procent baterii w zasobniku systemowym
L:chkSettingsHome	Strona główna Ustawień — ukryj
L:chkWindowSnapping	Przyciąganie okien — włącz
L:ttlInput	WPROWADZANIE I DOSTĘPNOŚĆ
L:chkMouseAccel	Przyspieszenie myszy — wyłącz
L:chkNumLock	Num Lock przy starcie — włącz
L:chkStickyKeys	Okno Klawiszy trwałych — wyłącz
L:chkScrollbars	Zawsze widoczne paski przewijania
L:ttlLock	LOGOWANIE I DIAGNOSTYKA
L:chkLockScreen	Ekran blokady — wyłącz
L:chkLogonBlur	Rozmycie przy logowaniu — wyłącz
L:chkBSODVerbose	Szczegółowy niebieski ekran
L:chkLogonVerbose	Szczegółowe komunikaty logowania
L:chkApplyNetwork	Stosuj ustawienia sieci po kliknięciu «Zastosuj»
L:lblNetHint	Bez tego pola karta Sieć jest tylko informacyjna i nic nie zostaje zmienione.
L:btnFlushDns	Wyczyść pamięć DNS
L:ttlTcpProfile	PROFIL TCP
L:radTcpOptimal	Optymalny (gry)
L:radTcpDefault	Domyślny Windows
L:radTcpCurrent	Bieżący profil
L:radTcpCustom	Własny
L:lblAutoTuning	Automatyczne dostrajanie okna TCP:
L:lblHeuristics	Heurystyka skalowania:
L:lblCongestion	Kontrola przeciążenia:
L:lblTtl	Czas życia (TTL):
L:lblEcn	Obsługa ECN:
L:lblTimestamps	Znaczniki czasu TCP (RFC 1323):
L:chkApplyDns	Zmień serwery DNS na aktywnych kartach
L:dnsAuto	Automatycznie z routera (DHCP)
L:ttlNetAdv	SIEĆ ZAAWANSOWANA
L:lblThrottling	Indeks ograniczania sieci:
L:lblResponsiveness	Responsywność systemu:
L:lblNagle	Algorytm Nagle'a:
L:lblHostPriority	Priorytet rozpoznawania nazw:
L:lblPortAlloc	Przydział portów dynamicznych:
L:lblMaxConn	Maks. połączeń na serwer:
L:chkNetPowerSave	Oszczędzanie energii karty sieciowej — wyłącz
L:chkDisableIPv6	IPv6 — wyłącz (tylko jeśli dostawca go nie używa)
L:ttlDrives	WYKRYTE DYSKI
L:lblDrivesHint	Zainstalowane dyski i wolne miejsce na każdym woluminie.
L:btnDetectStorage	Odśwież
L:ttlProfile	PROFIL DO ZASTOSOWANIA
L:lblProfileHint	SSD: uruchamia TRIM i nigdy nie defragmentuje. HDD: zachowuje Prefetch i SysMain i uruchamia optymalizację.
L:radStorageHDD	Dysk twardy HDD
L:chkStorageProfile	Profil dysku
L:ttlNow	DZIAŁANIA NATYCHMIASTOWE
L:lblNowHint	Wykonywane od razu, bez przycisku «Zastosuj».
L:btnTrimNow	Uruchom TRIM teraz
L:btnOptimizeNow	Optymalizuj / defragmentuj C:
L:btnEmptyRecycle	Opróżnij Kosz
L:btnCleanUpdates	Usuń pamięć Windows Update
L:ttlMaintenance	KONSERWACJA PRZY ZASTOSOWANIU
L:chkDiskCleanup	Oczyszczanie dysku i kompaktowanie WinSxS (DISM)
L:chkTempCleanup	Usuń pliki tymczasowe
L:chkSmartChkdsk	Inteligentny CHKDSK (SSD lub HDD)
L:ttlSpace	MIEJSCE I ZASADY
L:chkStorageSense	Czujnik pamięci — wyłącz
L:chkReservedStorage	Zarezerwowane miejsce Windows (7 GB) — wyłącz
L:lblSelected	Zaznaczono:
L:chkRestorePoint	Punkt przywracania
L:btnSelectAll	Zaznacz wszystko
L:btnDeselectAll	Odznacz wszystko
L:btnDetectActive	Wykryj zastosowane
L:btnRun	Zastosuj zmiany
L:btnUndo	Przywróć domyślne
L:tabAdv	Zaawansowane
L:ttlAdvIntro	ZANIM ZACZNIESZ
L:lblAdvIntro	Te opcje usuwają części Windows, których większość komputerów nigdy nie używa. Zysk jest realny na maszynie do gier lub pracy, ale niektóre rzeczy przestają działać: przeczytaj każdą pozycję. Przed zastosowaniem utwórz punkt przywracania, a potem uruchom ponownie.
L:ttlSvc	USŁUGI DO ZATRZYMANIA
L:lblSvcHint	Brakujące usługi są pomijane. Zawsze można je włączyć ponownie w services.msc.
L:chkSvcSysMain	SysMain — wstępne ładowanie aplikacji do pamięci
L:chkSvcDiag	Diagnostyka i śledzenie zdarzeń
L:chkSvcErrors	Raportowanie błędów Windows
L:chkSvcPca	Asystent zgodności programów
L:chkSvcDiscovery	Wykrywanie urządzeń w sieci (UPnP, SSDP)
L:chkSvcSensors	Czujniki i geolokalizacja
L:chkSvcSmartCard	Karty inteligentne
L:chkSvcParental	Kontrola rodzicielska i program Insider
L:chkSvcHyperV	Usługi Hyper-V (jeśli nie używasz maszyn wirtualnych)
L:chkSvcPrint	Bufor wydruku — ryzykowne: brak drukowania
L:chkSvcSearch	Windows Search — ryzykowne: brak wyszukiwania w Start
L:chkSvcRemote	Pulpit zdalny i rejestr zdalny — ryzykowne, jeśli łączysz się z zewnątrz
L:chkSvcBiometric	Biometria — ryzykowne: brak Windows Hello
L:chkSvcTouch	Pióro i klawiatura ekranowa — ryzykowne na laptopach dotykowych
L:ttlTasks	ZAPLANOWANE ZADANIA
L:chkTaskExtra	Zbędne zadania Microsoft
L:chkTaskMaint	Nocna automatyczna konserwacja
L:chkTaskDefrag	Zaplanowana optymalizacja dysków — ryzykowne: na SSD wysyła też TRIM
L:ttlMem	PAMIĘĆ I PROCESY
L:chkPrefetch	Wartości Prefetch i Superfetch w rejestrze
L:chkFth	Fault Tolerant Heap — bez automatycznych poprawek
L:chkAppCompat	Mechanizm zgodności i spis programów
L:chkSvcHostSplit	Mniej procesów svchost (grupowanie usług)
L:chkMemCompression	Kompresja pamięci — ryzykowne poniżej 16 GB RAM
L:ttlWu	AKTUALIZACJE
L:chkWuNoReboot	Bez automatycznych restartów podczas pracy
L:chkWuDefer	Odłóż nowe wersje Windows o rok
L:chkWuNoStore	Automatyczne aktualizacje aplikacji ze Sklepu
L:ttlBoot	URUCHAMIANIE SYSTEMU
L:btnBootReset	Przywróć
L:lblBootHint	Zmiany w konfiguracji rozruchu. Przywróć ustawia wartości domyślne Windows.
L:chkBootQuiet	Rozruch bez animowanego logo
L:chkBootMenu	Klasyczne menu rozruchu (dostępny F8)
L:chkBootTimeout	Bez czekania w menu rozruchu
L:chkBootDynTick	Dynamiczny tick jądra — ryzykowne: przetestuj i zmierz
L:chkBootTsc	Ulepszona synchronizacja TSC — ryzykowne: przetestuj i zmierz
L:ttlAppx	PREINSTALOWANE APLIKACJE
L:lblAppxHint	W razie potrzeby można je zainstalować ponownie ze Sklepu.
L:chkAppxBloat	Zbędne aplikacje (wiadomości, pogoda, mapy, Skype...)
L:chkAppxXbox	Aplikacje Xbox i nakładka gier
L:chkAppxProvision	Nie przywracaj ich dla nowych użytkowników
L:ttlSec	OBNIŻONE BEZPIECZEŃSTWO
L:lblSecHint	Wszystkie ryzykowne i nigdy nie wchodzą do «Zaznacz wszystko». Naprawdę obniżają ochronę: używaj ich tylko na komputerze, który nie przegląda internetu i nie otwiera załączników.
L:chkSecSmartScreen	SmartScreen — sprawdzanie pobranych plików
L:chkSecSpectre	Zabezpieczenia przed Spectre i Meltdown
L:chkSecDefenderIdle	Defender: skanuj tylko w bezczynności, CPU do 20%
M:ready	Gotowe.
M:starting	Uruchamianie...
M:done	Zakończono
M:nothing	Nic nie zaznaczono.
M:activePlan	Aktywny plan:
M:detecting	Wykrywanie...
M:profileDetected	Wykryty profil:
M:noDisks	Nie można wykryć dysków za pomocą Get-PhysicalDisk.
M:free	wolne z
M:chooseProfile	Wybierz SSD lub HDD przed zastosowaniem profilu dysku.
M:finished	Wszystkie operacje zakończone. Uruchom komputer ponownie, aby zastosować wszystkie zmiany.
M:confirmRun	Zastosować zaznaczone zmiany?
M:confirmTitle	Potwierdź
M:emptyRecycleAsk	Trwale opróżnić Kosz? Tej operacji nie można cofnąć.
M:summary	Podsumowanie
M:planTop	POLECANE
M:planWindows	PLANY WINDOWS
M:planTest	DO PRZETESTOWANIA
M:planTestHint	Plany innych autorów dołączone do programu. Po jednym.
M:planApply	Aktywuj
M:planActive	Aktywny
M:planRemoveAsk	Usunąć z systemu plany «Do przetestowania»? Komputer wróci do planu Zrównoważony.
M:gpuVendor	Producent:
M:gpuNone	Nie wykryto karty graficznej.
M:shaderScanning	Obliczanie...
M:shaderNone	Nie znaleziono pamięci shaderów.
M:shaderTotal	Razem
M:shaderAsk	Wyczyścić pamięć shaderów?\n\nPierwsze uruchomienie każdej gry będzie wolniejsze, bo shadery zostaną skompilowane ponownie. Dane gier nie są naruszane.
M:featNeedId	Przed zastosowaniem wpisz numer funkcji.
M:featEmpty	Na tym komputerze nie zmieniono żadnej funkcji.
M:featStateOn	włączona
M:featStateOff	wyłączona
M:bootResetAsk	Przywrócić domyślną konfigurację rozruchu Windows?
M:bootResetDone	Konfiguracja rozruchu przywrócona.
M:undoPrefix	Domyślne:
M:undoAsk	Przywrócić wartości domyślne Windows dla zaznaczonych pozycji?
M:advWarnTitle	Opcje zaawansowane
M:advWarn	Zaznaczono pozycje z sekcji Zaawansowane: usuwają one części Windows i coś może przestać działać. Kontynuować?
H:chkMMCSS	Daje pierwszeństwo grom i dźwiękowi, gdy komputer jest obciążony. Mniej przycięć i czystszy dźwięk.
H:chkPriority	Przydziela więcej czasu procesora oknu, którego używasz. Program na pierwszym planie reaguje szybciej.
H:chkKernelMem	Trzyma rdzeń Windows w pamięci zamiast przenosić go na dysk. Szybszy system przy dużej ilości RAM.
H:chkKernelDpc	Zmniejsza opóźnienia w obsłudze kart i urządzeń. Pomaga na mikroprzycięcia i trzaski dźwięku.
H:chkTimer	Sprawia, że zegary systemowe działają precyzyjniej. Bardziej równe czasy reakcji w grach.
H:chkPowerThrottling	Nie pozwala Windows spowalniać programów w tle dla oszczędności energii. Stała wydajność, nieco większy pobór prądu.
H:chkUSBSuspend	Porty USB są zawsze aktywne. Myszy, klawiatury i karty dźwiękowe nie rozłączają się i nie reagują z opóźnieniem.
H:chkNtfsPerf	Dysk przestaje zapisywać każdy odczyt pliku i używa więcej pamięci na dane systemowe. Mniej zapisów, szybszy dostęp.
H:chkRamTweak	Grupuje usługi Windows według ilości RAM. Mniej procesów i lepsze wykorzystanie pamięci.
H:chkGameMode	Włącza Tryb gry: Windows odkłada aktualizacje i pracę w tle, gdy grasz.
H:chkFSO	Uruchamia gry pełnoekranowe w prawdziwym trybie wyłącznym. W niektórych tytułach może zmniejszyć opóźnienie sterowania.
H:chkGameDVR	Wyłącza nagrywanie w tle Xbox Game Bar. Zwalnia zasoby i daje kilka klatek więcej.
H:chkHAGS	Pozwala karcie graficznej samej zarządzać swoją pamięcią. Mniejsze opóźnienia na nowszych kartach.
H:chkVisualFX	Ogranicza animacje i efekty wizualne Windows. Szybszy interfejs na słabszych komputerach.
H:chkApplyMPO	Stosuje wybór z menu poniżej dla nakładek wielopłaszczyznowych. Wyłączenie często usuwa migotanie i przycięcia przy kilku monitorach.
H:chkVBS	Wyłącza zabezpieczenia oparte na wirtualizacji. Więcej klatek w grach, ale słabsza ochrona przed złośliwym oprogramowaniem.
H:chkMitigations	Usuwa część zabezpieczeń przed exploitami. Zysk wydajności, ale system jest bardziej narażony.
H:chkTelemetry	Blokuje wysyłanie danych o użytkowaniu do Microsoft. Więcej prywatności i mniej pracy w tle.
H:chkTelemetryTasks	Zatrzymuje zaplanowane zadania zbierające dane o użytkowaniu. Mniej ukrytej pracy.
H:chkActivityHistory	Windows przestaje zapisywać, co i kiedy otwierasz. Więcej prywatności.
H:chkLocationTracking	Wyłącza lokalizację urządzenia. Aplikacje nie wiedzą, gdzie jesteś.
H:chkAdvertisingID	Usuwa identyfikator, którego aplikacje używają do wyświetlania dopasowanych reklam.
H:chkTailoredExp	Microsoft przestaje używać twoich danych do spersonalizowanych porad i reklam.
H:chkFeedback	Koniec z oknami, które pytają o opinię na temat Windows.
H:chkErrorReporting	Błędy programów nie są już wysyłane do Microsoft. Mniej aktywności po awarii.
H:chkInkingTyping	Windows przestaje uczyć się z tego, co piszesz i wpisujesz. Więcej prywatności.
H:chkWiFiSense	Blokuje automatyczne udostępnianie sieci Wi-Fi i łączenie z nieznanymi hotspotami.
H:chkConsumerFeatures	Nie pozwala Windows samodzielnie instalować promocyjnych aplikacji i gier.
H:chkStoreSearch	Usuwa sugestie z internetu i Sklepu z wyszukiwania. Czystsze i szybsze wyniki.
H:chkSuggestedContent	Bez porad i promocji w Ustawieniach i w systemie.
H:chkLockScreenAds	Usuwa zmieniające się obrazy, porady i reklamy z ekranu blokady.
H:chkStartBing	Wyszukiwanie w menu Start szuka tylko na komputerze, nie w internecie. Szybciej i bardziej prywatnie.
H:chkStartRecs	Usuwa sugestie aplikacji i plików z menu Start.
H:chkStartTracking	Windows przestaje prowadzić listę najczęściej używanych aplikacji i ostatnich dokumentów.
H:chkFolderDiscovery	Eksplorator przestaje zgadywać typ każdego folderu. Duże foldery otwierają się szybciej.
H:chkWindowsAI	Wyłącza Copilot, Recall i funkcje AI w Windows. Mniejsze zużycie zasobów i więcej prywatności.
H:chkEdgeDebloat	Edge nie działa już w tle i nie ładuje stron z wyprzedzeniem. Mniej zajętej pamięci.
H:chkOneDriveRemove	Zatrzymuje synchronizację OneDrive. Przydatne, jeśli nie korzystasz z chmury Microsoft.
H:chkOutlookNew	Blokuje automatyczne przejście na nowy Outlook. Zostajesz przy wersji, której używasz.
H:chkServicesManual	Rzadko używane usługi startują tylko wtedy, gdy są potrzebne. Lżejszy start.
H:chkDeliveryOpt	Komputer przestaje udostępniać aktualizacje innym komputerom w internecie. Oszczędzasz łącze.
H:chkBitLocker	Zapobiega automatycznemu szyfrowaniu dysku. Nieco szybszy dysk i brak klucza odzyskiwania do przechowywania.
H:chkWPBT	Nie pozwala oprogramowaniu producenta instalować programów w Windows bez twojej wiedzy.
H:chkBackgroundApps	Aplikacje ze Sklepu nie działają po zamknięciu. Mniejsze zużycie baterii i pamięci.
H:chkTeredo	Wyłącza stary, prawie nieużywany tunel sieciowy. Może poprawić połączenie w grach online.
H:chkRDPWarnings	Bez powtarzanych ostrzeżeń przy otwieraniu znanych połączeń Pulpitu zdalnego.
H:chkRemoteAssistance	Nie pozwala innym prosić o przejęcie kontroli nad twoim komputerem. Więcej bezpieczeństwa.
H:chkCompanionApps	Windows nie pobiera już aplikacji towarzyszących po podłączeniu urządzenia.
H:chkDriverUpdates	Windows Update nie zastępuje już sterowników zainstalowanych przez ciebie.
H:chkDarkTheme	Przełącza Windows i aplikacje na ciemny motyw. Mniej męczy oczy.
H:chkFileExt	Pokazuje .exe, .pdf i inne rozszerzenia. Od razu rozpoznasz podejrzane pliki.
H:chkHiddenFiles	Pokazuje ukryte pliki i foldery w Eksploratorze.
H:chkLongPaths	Pozwala na bardzo długie ścieżki plików. Unika błędów przy głęboko zagnieżdżonych projektach i archiwach.
H:chkClassicMenu	Przywraca pełne menu prawego przycisku, bez przechodzenia przez «Pokaż więcej opcji».
H:chkExplorerThisPC	Eksplorator otwiera się na Ten komputer, z dyskami i folderami na widoku.
H:chkRemove3D	Usuwa folder Obiekty 3D, z którego prawie nikt nie korzysta.
H:chkRecycleConfirm	Pyta przed przeniesieniem pliku do Kosza. Mniej przypadkowych usunięć.
H:chkMenuDelay	Menu otwierają się natychmiast, bez małego domyślnego opóźnienia.
H:chkStartMorePins	W menu Start więcej miejsca na przypięte aplikacje, mniej na porady.
H:chkStartHideRec	Ukrywa sekcję Polecane w menu Start. Czystszy Start.
H:chkStartNoWeb	Usuwa sugerowane witryny z menu Start.
H:chkStartNoAccount	Bez komunikatów o koncie Microsoft w menu Start.
H:chkTaskbarCenter	Utrzymuje ikony paska zadań na środku, jak w Windows 11.
H:chkTaskbarSearch	Usuwa pole wyszukiwania z paska. Wyszukiwanie nadal działa po naciśnięciu klawisza Windows.
H:chkTaskbarTaskView	Usuwa przycisk Widok zadań z paska.
H:chkTaskbarWidgets	Usuwa widżety i wiadomości z paska. Mniej pamięci i mniej rozpraszaczy.
H:chkTaskbarChat	Usuwa ikonę Czatu i Teams z paska.
H:chkTaskbarEndTask	Dodaje «Zakończ zadanie» do prawego przycisku na pasku. Zamkniesz zawieszony program bez Menedżera zadań.
H:chkBatteryPct	Pokazuje procent naładowania obok ikony baterii.
H:chkSettingsHome	Ustawienia otwierają się od razu na przydatnych sekcjach, bez promocyjnej strony głównej.
H:chkWindowSnapping	Włącza przyciąganie okien po przeciągnięciu ich do krawędzi ekranu.
H:chkMouseAccel	Wskaźnik zawsze przesuwa się o tę samą odległość. Precyzyjniejsze i powtarzalne celowanie w grach.
H:chkNumLock	Klawiatura numeryczna jest aktywna od razu po włączeniu komputera.
H:chkStickyKeys	Bez okna Klawiszy trwałych po kilkukrotnym naciśnięciu Shift, także w grach.
H:chkScrollbars	Paski przewijania są zawsze widoczne, zamiast pojawiać się po najechaniu.
H:chkLockScreen	Pomija ekran blokady i od razu przechodzi do logowania.
H:chkLogonBlur	Usuwa rozmycie tła logowania. Ostrzejszy obraz i nieco szybsze logowanie.
H:chkBSODVerbose	Niebieski ekran pokazuje szczegóły błędu. Łatwiej ustalić przyczynę awarii.
H:chkLogonVerbose	Przy starcie i zamykaniu widzisz, co robi Windows. Pomaga znaleźć, co go spowalnia.
H:chkApplyNetwork	Stosuje ustawienia ze strony Sieć. Bez tego pola strona jest tylko informacyjna.
H:chkApplyDns	Używa serwerów DNS wybranych w menu. Strony otwierają się szybciej, a z niektórymi usługami jest mniej reklam.
H:chkNetPowerSave	Karta sieciowa nie przechodzi w oszczędzanie energii. Stabilniejsze połączenie i równiejszy ping.
H:chkDisableIPv6	Wyłącza IPv6. Przydatne tylko, jeśli dostawca go nie używa, a masz problemy z połączeniem.
H:chkStorageProfile	Stosuje optymalizacje przygotowane dla wybranego typu dysku: SSD lub HDD.
H:chkDiskCleanup	Usuwa zbędne pliki systemowe i stare wersje aktualizacji. Odzyskuje miejsce, czasem kilka GB.
H:chkTempCleanup	Opróżnia foldery plików tymczasowych. Więcej wolnego miejsca.
H:chkSmartChkdsk	Sprawdza dysk przy następnym uruchomieniu w sposób odpowiedni dla SSD lub HDD. Naprawia błędy systemu plików.
H:chkStorageSense	Windows przestaje sam usuwać pliki, żeby zrobić miejsce. Ty decydujesz, co usunąć.
H:chkReservedStorage	Zwalnia miejsce, które Windows rezerwuje na aktualizacje, około 7 GB.
H:chkFastStartup	Każde zamknięcie staje się pełnym wyłączeniem. Rozwiązuje problemy ze sterownikami i dwoma systemami.
H:chkHibernation	Wyłącza hibernację i zwalnia na C: miejsce zbliżone do dużej części RAM.
H:chkS0Sleep	W uśpieniu komputer nie jest połączony z internetem. Zużywa mniej i nie budzi się sam.
H:chkS3Sleep	Używa klasycznego uśpienia zamiast nowoczesnego. Laptop nie nagrzewa się w plecaku.
H:chkGpuTdr	Daje karcie graficznej więcej czasu, zanim Windows ją zresetuje. Mniej czarnych ekranów pod dużym obciążeniem.
H:chkGpuMsi	Zmienia sposób, w jaki karta graficzna sygnalizuje procesorowi. Może zmniejszyć opóźnienia.
H:chkNvTelemetry	Zatrzymuje wysyłanie danych o użytkowaniu do NVIDIA. Mniej procesów w tle.
H:chkNvGfe	GeForce Experience nie uruchamia się już sam. Lżejszy start.
H:chkNvPerfMode	Utrzymuje kartę NVIDIA na pełnym taktowaniu. Stała wydajność, większy pobór prądu.
H:chkNvUpdates	Sterownik NVIDIA nie sprawdza już sam aktualizacji.
H:chkAmdUx	Zatrzymuje wysyłanie danych o użytkowaniu do AMD.
H:chkAmdBloat	Nie pozwala dodatkowym programom AMD startować z Windows. Lżejszy start.
H:chkIntelBloat	Dodatkowe usługi grafiki Intel startują tylko wtedy, gdy są potrzebne.
H:chkSvcSysMain	Windows przestaje wstępnie ładować do pamięci często używane aplikacje. Przydatne na szybkich SSD, gdzie nie jest to potrzebne.
H:chkSvcDiag	Zatrzymuje usługi analizujące problemy i wydajność w tle.
